Name,w1_euc,w1_vec,w1_index,w2_euc,w2_vec,w2_index,w3_euc,w3_vec,w3_index,s4_euc,s4_vec,s4_index,b5_euc,b5_vec,b5_index,callibrate_euc,callibrate_vec,callibrate_index,callibrate_pearsonr,callibrate_pearsonr_recal
participant-001,"[[0.8350048330356479, 1.2564739980841748], [0.41649397216070305, 0.8887781005098333], [0.6390437816515562, 0.7731010640932259]]",0.27328077142607915,0,"[[1.307096585349755, 1.8607678950083182], [0.33813895720124154, 0.9326081823783499], [1.2372501956374833, 1.5744122996374743]]",0.20416945969946082,0,"[[0.7783561978285918, 1.0815315969644113], [0.3787001065641548, 0.7355956503485056], [0.5998963426198543, 0.6865809739032709]]",0.30717823760422097,5,"[[1.6647346850842637, 1.8927730164818792], [0.971267617111785, 1.243829248930099], [1.1231580547669924, 1.1681202410841662]]",0.4302420448211384,18,"[[1.6414476874967103, 1.7764703410046625], [0.9791664054935165, 1.0729481869377087], [1.1120743211032642, 1.1735372791696232]]",0.6633920962506121,12,"[[1.0988884451546852, 1.3875544718659565], [0.41216917611510306, 0.6348057113257027], [0.9635312976178588, 1.1703609297377213]]",0.7764061062994042,0,"[0.3328302025099176, 2.026105226333142e-55]","[0.3770239633581305, 8.196635355940479e-72]"
