frame,PathIDX,timestamp,seconds,head_pos,head_euler,head_quaternion,gaze_confidence,gaze_pos,target_pos,gaze_vector,target_vector,gaze_vis_x,gaze_vis_y,target_vis_x,target_vis_y,local_x_axis,local_y_axis,local_z_axis,left_right_eye_center,left_right_eye_center_confidence,left_right_eye_gaze,left_right_eye_forward_gaze,left_right_eye_is_blinking,left_right_eye_pupil_size,calibration_status
2096,1,03/15/2023 10:03:56.2935 PM,610.6315,(-1.7454760_ -0.4591689_ 2.5759090),(2.1045000_ 126.6300000_ 358.9947000),(0.0004094_ 0.8933764_ -0.0203468_ 0.4488480),0.5,(-1.3332280_ -0.3363180_ 2.3021130),(-0.9157341_ -0.2884838_ 2.2315100),(-0.0287114_ 0.1404336_ 0.4893454),(-0.2222001_ 0.1987000_ 0.8645003),-3.357869,16.01256,-14.41456,12.94426,(-0.5970707_ -0.0175338_ -0.8019971),(0.0189967_ 0.9991717_ -0.0359872),(0.8019638_ -0.0367222_ -0.5962430),(-1.7256330_ -0.4585598_ 2.6016220):(-1.7650900_ -0.4599008_ 2.5503640),0.9:1,(0.0194889_ 0.8916166_ -0.0625908_ 0.4480207):(-0.0671795_ 0.8587541_ 0.1015176_ 0.4977175),(0.7964858_ -0.1290769_ -0.5907201):(0.8411942_ 0.2412301_ -0.4839433),False:False,4.4400000:4.4300000,Good
2097,1,03/15/2023 10:03:56.3093 PM,610.6475,(-1.7453790_ -0.4591943_ 2.5758230),(2.1107570_ 126.6226000_ 359.0074000),(0.0005346_ 0.8933467_ -0.0203456_ 0.4489070),0.5,(-1.3332650_ -0.3361944_ 2.3018710),(-0.9155528_ -0.2886530_ 2.2315570),(-0.0284152_ 0.1406467_ 0.4893137),(-0.2222000_ 0.1987000_ 0.8645000),-3.323519,16.03659,-14.41455,12.94427,(-0.5969645_ -0.0173115_ -0.8020809),(0.0192217_ 0.9991716_ -0.0358715),(0.8020374_ -0.0368313_ -0.5961372),(-1.7256630_ -0.4584750_ 2.6013730):(-1.7651200_ -0.4598181_ 2.5501150),0.9:1,(0.0194577_ 0.8916158_ -0.0625624_ 0.4480278):(-0.0672097_ 0.8587476_ 0.1015472_ 0.4977186),(0.7965026_ -0.1289984_ -0.5907147):(0.8411794_ 0.2413099_ -0.4839292),False:False,4.4400000:4.4300000,Good
2098,1,03/15/2023 10:03:56.3262 PM,610.6644,(-1.7455740_ -0.4593109_ 2.5757510),(2.0949710_ 126.6258000_ 359.0163000),(0.0005412_ 0.8933610_ -0.0201879_ 0.4488857),0.5,(-1.3341520_ -0.3354480_ 2.3008010),(-0.9157870_ -0.2885634_ 2.2314930),(-0.0272197_ 0.1414003_ 0.4893592),(-0.2222000_ 0.1987000_ 0.8645003),-3.183696,16.11664,-14.41455,12.94426,(-0.5970029_ -0.0171571_ -0.8020558),(0.0190911_ 0.9991843_ -0.0355842),(0.8020121_ -0.0365560_ -0.5961883),(-1.7255450_ -0.4586577_ 2.6017270):(-1.7649890_ -0.4599825_ 2.5504770),0.9:1,(0.0196123_ 0.8916796_ -0.0622471_ 0.4479376):(-0.0672545_ 0.8595416_ 0.1025687_ 0.4961298),(0.7963921_ -0.1285791_ -0.5909544):(0.8390920_ 0.2430581_ -0.4866698),False:False,4.4300000:4.4200000,Good
2099,1,03/15/2023 10:03:56.3425 PM,610.6808,(-1.7452270_ -0.4592212_ 2.5759270),(2.1116340_ 126.6318000_ 359.0118000),(0.0005711_ 0.8933826_ -0.0203351_ 0.4488360),0.5,(-1.3341010_ -0.3354046_ 2.3007850),(-0.9154450_ -0.2887102_ 2.2315390),(-0.0269531_ 0.1414944_ 0.4891951),(-0.2221999_ 0.1987000_ 0.8645005),-3.153624,16.13194,-14.41454,12.94426,(-0.5970920_ -0.0172339_ -0.8019878),(0.0192746_ 0.9991723_ -0.0358214),(0.8019413_ -0.0368466_ -0.5962656),(-1.7256250_ -0.4585666_ 2.6015590):(-1.7650430_ -0.4599167_ 2.5502900),0.9:1,(0.0194724_ 0.8915573_ -0.0623709_ 0.4481700):(-0.0674420_ 0.8594306_ 0.1024330_ 0.4963246),(0.7967095_ -0.1286684_ -0.5905070):(0.8392966_ 0.2430144_ -0.4863389),False:False,4.4300000:4.4200000,Good
2100,1,03/15/2023 10:03:56.3592 PM,610.698,(-1.7454390_ -0.4593728_ 2.5759040),(2.1041060_ 126.6264000_ 359.0150000),(0.0005673_ 0.8933622_ -0.0202639_ 0.4488797),0.5,(-1.3331470_ -0.3352863_ 2.3018990),(-0.9156365_ -0.2887595_ 2.2316170),(-0.0285106_ 0.1416840_ 0.4894632),(-0.2221998_ 0.1987000_ 0.8645002),-3.333639,16.14405,-14.41454,12.94426,(-0.5970134_ -0.0171785_ -0.8020474),(0.0192057_ 0.9991781_ -0.0356967),(0.8020014_ -0.0367153_ -0.5961927),(-1.7253820_ -0.4587744_ 2.6016720):(-1.7648450_ -0.4600806_ 2.5504230),0.9:1,(0.0196258_ 0.8916240_ -0.0621419_ 0.4480624):(-0.0673773_ 0.8588175_ 0.1027196_ 0.4973347),(0.7965674_ -0.1284016_ -0.5907571):(0.8403975_ 0.2434528_ -0.4842142),False:False,4.4200000:4.4400000,Good
2101,1,03/15/2023 10:03:56.3764 PM,610.7147,(-1.7451150_ -0.4593971_ 2.5759680),(2.0847380_ 126.6195000_ 359.0544000),(0.0007993_ 0.8933371_ -0.0199588_ 0.4489431),0.5,(-1.3331870_ -0.3352879_ 2.3018340),(-0.9152388_ -0.2886393_ 2.2319310),(-0.0280307_ 0.1415593_ 0.4892980),(-0.2222000_ 0.1987000_ 0.8645001),-3.278754,16.13574,-14.41455,12.94427,(-0.5968989_ -0.0164927_ -0.8021469),(0.0193488_ 0.9992020_ -0.0349422),(0.8020831_ -0.0363775_ -0.5961035),(-1.7254400_ -0.4588032_ 2.6015720):(-1.7649020_ -0.4600956_ 2.5503210),0.9:1,(0.0197103_ 0.8916237_ -0.0620704_ 0.4480693):(-0.0672912_ 0.8588035_ 0.1027846_ 0.4973570),(0.7965715_ -0.1283500_ -0.5907626):(0.8404308_ 0.2434790_ -0.4841429),False:False,4.4200000:4.4400000,Good
2102,1,03/15/2023 10:03:56.3931 PM,610.7314,(-1.7452260_ -0.4593626_ 2.5760660),(2.1104660_ 126.5749000_ 359.0382000),(0.0007821_ 0.8931594_ -0.0202223_ 0.4492847),0.5,(-1.3327710_ -0.3365323_ 2.3025950),(-0.9150527_ -0.2889345_ 2.2325820),(-0.0285150_ 0.1404872_ 0.4893290),(-0.2221997_ 0.1987000_ 0.8645002),-3.33506,16.01887,-14.41454,12.94426,(-0.5962853_ -0.0167740_ -0.8025973),(0.0195683_ 0.9991809_ -0.0354206),(0.8025340_ -0.0368263_ -0.5954686),(-1.7254060_ -0.4588071_ 2.6016990):(-1.7647990_ -0.4600890_ 2.5503940),0.9:1,(0.0199171_ 0.8914256_ -0.0622130_ 0.4484343):(-0.0667635_ 0.8585525_ 0.1017494_ 0.4980736),(0.7970134_ -0.1287794_ -0.5900726):(0.8416584_ 0.2412208_ -0.4831395),False:False,4.4300000:4.4200000,Good
2103,1,03/15/2023 10:03:56.4096 PM,610.7479,(-1.7451040_ -0.4592651_ 2.5758670),(2.0717210_ 126.5864000_ 359.0843000),(0.0009874_ 0.8932084_ -0.0197397_ 0.4492083),0.5,(-1.3330550_ -0.3356958_ 2.3023690),(-0.9150001_ -0.2884238_ 2.2324200),(-0.0282423_ 0.1409089_ 0.4890823),(-0.2221997_ 0.1987000_ 0.8645001),-3.304907,16.07215,-14.41454,12.94427,(-0.5964217_ -0.0159706_ -0.8025123),(0.0194984_ 0.9992188_ -0.0343763),(0.8024343_ -0.0361505_ -0.5956444),(-1.7254810_ -0.4585278_ 2.6015200):(-1.7648950_ -0.4597842_ 2.5502310),0.9:1,(0.0198362_ 0.8915605_ -0.0616234_ 0.4482513):(-0.0667732_ 0.8585876_ 0.1023575_ 0.4978876),(0.7968416_ -0.1276652_ -0.5905471):(0.8412907_ 0.2422569_ -0.4832625),False:False,4.4300000:4.4200000,Good
2104,1,03/15/2023 10:03:56.4266 PM,610.7649,(-1.7452850_ -0.4594482_ 2.5758650),(2.0579500_ 126.5707000_ 359.0224000),(0.0004536_ 0.8931488_ -0.0198750_ 0.4493217),0.5,(-1.3339410_ -0.3364474_ 2.3011190),(-0.9152431_ -0.2881612_ 2.2324890),(-0.0268258_ 0.1402259_ 0.4893210),(-0.2221999_ 0.1987000_ 0.8645003),-3.137952,15.99085,-14.41455,12.94426,(-0.5962197_ -0.0170503_ -0.8026404),(0.0186708_ 0.9992096_ -0.0350950),(0.8026043_ -0.0359103_ -0.5954300),(-1.7254720_ -0.4587972_ 2.6014840):(-1.7648430_ -0.4601349_ 2.5501800),0.9:1,(0.0192750_ 0.8913476_ -0.0620641_ 0.4486381):(-0.0672115_ 0.8593164_ 0.1017417_ 0.4966958),(0.7973925_ -0.1279364_ -0.5897441):(0.8399613_ 0.2416239_ -0.4858842),False:False,4.4200000:4.4400000,Good
2105,1,03/15/2023 10:03:56.4429 PM,610.7811,(-1.7451780_ -0.4594612_ 2.5758270),(2.1123150_ 126.5640000_ 359.0364000),(0.0007771_ 0.8931165_ -0.0202438_ 0.4493692),0.5,(-1.3340060_ -0.3371017_ 2.3008630),(-0.9149379_ -0.2890542_ 2.2324930),(-0.0264532_ 0.1400613_ 0.4892061),(-0.2221999_ 0.1987000_ 0.8645003),-3.095182,15.97659,-14.41455,12.94426,(-0.5961336_ -0.0168059_ -0.8027095),(0.0195819_ 0.9991792_ -0.0354618),(0.8026465_ -0.0368585_ -0.5953152),(-1.7255620_ -0.4588014_ 2.6014590):(-1.7649640_ -0.4600750_ 2.5501780),0.9:1,(0.0199872_ 0.8914621_ -0.0624469_ 0.4483260):(-0.0664781_ 0.8595177_ 0.1013448_ 0.4965272),(0.7968350_ -0.1292597_ -0.5902084):(0.8400735_ 0.2402317_ -0.4863800),False:False,4.4200000:4.4400000,Good
2106,1,03/15/2023 10:03:56.4593 PM,610.798,(-1.7453780_ -0.4594932_ 2.5757120),(2.1095130_ 126.5582000_ 359.0840000),(0.0011381_ 0.8930936_ -0.0200352_ 0.4494230),0.5,(-1.3339930_ -0.3361935_ 2.3010450),(-0.9150158_ -0.2892254_ 2.2326050),(-0.0266673_ 0.1409936_ 0.4891748),(-0.2221999_ 0.1987000_ 0.8645003),-3.120381,16.07843,-14.41455,12.94426,(-0.5960354_ -0.0159757_ -0.8027993),(0.0200414_ 0.9991946_ -0.0347637),(0.8027081_ -0.0368096_ -0.5952351),(-1.7256530_ -0.4588369_ 2.6015240):(-1.7650410_ -0.4600633_ 2.5502250),0.9:1,(0.0201912_ 0.8912594_ -0.0620321_ 0.4487772):(-0.0665808_ 0.8593735_ 0.1022531_ 0.4965768),(0.7974488_ -0.1286960_ -0.5895021):(0.8398738_ 0.2418721_ -0.4859116),False:False,4.4200000:4.4300000,Good
2107,1,03/15/2023 10:03:56.4763 PM,610.8146,(-1.7452820_ -0.4594252_ 2.5757980),(2.1284220_ 126.5334000_ 359.1036000),(0.0013694_ 0.8929941_ -0.0201054_ 0.4496170),0.5,(-1.3338890_ -0.3366562_ 2.3010070),(-0.9146870_ -0.2895197_ 2.2330740),(-0.0263041_ 0.1406419_ 0.4892382),(-0.2221997_ 0.1987000_ 0.8645002),-3.077572,16.03842,-14.41454,12.94426,(-0.5956855_ -0.0156338_ -0.8030657),(0.0205251_ 0.9991878_ -0.0346767),(0.8029555_ -0.0371394_ -0.5948807),(-1.7257600_ -0.4588312_ 2.6014000):(-1.7651360_ -0.4600248_ 2.5500920),0.9:1,(0.0206339_ 0.8911822_ -0.0623452_ 0.4488669):(-0.0661815_ 0.8593502_ 0.1019055_ 0.4967419),(0.7974716_ -0.1296455_ -0.5892631):(0.8402619_ 0.2408953_ -0.4857255),False:False,4.4200000:4.4300000,Good
2108,1,03/15/2023 10:03:56.4936 PM,610.8316,(-1.7455420_ -0.4594744_ 2.5756760),(2.1580360_ 126.5398000_ 359.1251000),(0.0016519_ 0.8930156_ -0.0202520_ 0.4495668),0.5,(-1.3330330_ -0.3356166_ 2.3018790),(-0.9148724_ -0.2901015_ 2.2328700),(-0.0277911_ 0.1419808_ 0.4894270),(-0.2221999_ 0.1987000_ 0.8645005),-3.24993,16.17723,-14.41454,12.94426,(-0.5957741_ -0.0152590_ -0.8030073),(0.0211595_ 0.9991742_ -0.0346854),(0.8028734_ -0.0376559_ -0.5949593),(-1.7255820_ -0.4586818_ 2.6016180):(-1.7649550_ -0.4599564_ 2.5502770),0.9:1,(0.0204105_ 0.8912901_ -0.0624295_ 0.4486517):(-0.0667916_ 0.8587878_ 0.1025294_ 0.4975043),(0.7972091_ -0.1295999_ -0.5896292):(0.8408050_ 0.2425601_ -0.4839551),False:False,4.4200000:4.4300000,Good
2109,1,03/15/2023 10:03:56.5097 PM,610.848,(-1.7452540_ -0.4593043_ 2.5758480),(2.1927750_ 126.5304000_ 359.1090000),(0.0016647_ 0.8929748_ -0.0205856_ 0.4496327),0.5,(-1.3330790_ -0.3359709_ 2.3016510),(-0.9144776_ -0.2903984_ 2.2330700),(-0.0272268_ 0.1417540_ 0.4893339),(-0.2221999_ 0.1987000_ 0.8645005),-3.184686,16.15565,-14.41454,12.94426,(-0.5956556_ -0.0155389_ -0.8030899),(0.0214849_ 0.9991469_ -0.0352678),(0.8029528_ -0.0382618_ -0.5948135),(-1.7256520_ -0.4587506_ 2.6014770):(-1.7650320_ -0.4600244_ 2.5501400),0.9:1,(0.0205379_ 0.8912997_ -0.0626877_ 0.4485908):(-0.0666709_ 0.8588487_ 0.1022702_ 0.4974687),(0.7970827_ -0.1301732_ -0.5896739):(0.8408638_ 0.2420026_ -0.4841322),False:False,4.4200000:4.4300000,Good
2110,1,03/15/2023 10:03:56.5267 PM,610.8654,(-1.7451900_ -0.4592946_ 2.5759870),(2.1920840_ 126.5403000_ 359.1067000),(0.0016423_ 0.8930137_ -0.0205893_ 0.4495552),0.5,(-1.3331610_ -0.3369077_ 2.3016550),(-0.9144792_ -0.2903694_ 2.2330610),(-0.0271067_ 0.1408016_ 0.4893316),(-0.2221999_ 0.1987000_ 0.8645001),-3.17068,16.05279,-14.41455,12.94427,(-0.5957948_ -0.0155789_ -0.8029856),(0.0214453_ 0.9991468_ -0.0352965),(0.8028503_ -0.0382498_ -0.5949523),(-1.7255720_ -0.4586687_ 2.6016520):(-1.7649250_ -0.4599479_ 2.5502920),0.9:1,(0.0206236_ 0.8913225_ -0.0628949_ 0.4485123):(-0.0662602_ 0.8590527_ 0.1014368_ 0.4973418),(0.7969440_ -0.1306193_ -0.5897622):(0.8410431_ 0.2401871_ -0.4847239),False:False,4.4200000:4.4200000,Good
2111,1,03/15/2023 10:03:56.5437 PM,610.8821,(-1.7453480_ -0.4593107_ 2.5758130),(2.1832380_ 126.5279000_ 359.1158000),(0.0016811_ 0.8929661_ -0.0204843_ 0.4496546),0.5,(-1.3332490_ -0.3364688_ 2.3018310),(-0.9145658_ -0.2902859_ 2.2331090),(-0.0273057_ 0.1411760_ 0.4891896),(-0.2222001_ 0.1987000_ 0.8645005),-3.194834,16.0977,-14.41455,12.94426,(-0.5956161_ -0.0154194_ -0.8031215),(0.0214241_ 0.9991551_ -0.0350718),(0.8029838_ -0.0380955_ -0.5947825),(-1.7258500_ -0.4586662_ 2.6014020):(-1.7651560_ -0.4599374_ 2.5500070),0.9:1,(0.0205149_ 0.8911498_ -0.0624622_ 0.4489204):(-0.0664161_ 0.8587790_ 0.1018360_ 0.4977116),(0.7975478_ -0.1297454_ -0.5891378):(0.8413215_ 0.2410215_ -0.4838250),False:False,4.4200000:4.4200000,Good
2112,1,03/15/2023 10:03:56.5663 PM,610.9042,(-1.7454920_ -0.4592679_ 2.5759440),(2.1806130_ 126.5200000_ 359.1275000),(0.0017627_ 0.8929350_ -0.0204182_ 0.4497190),0.5,(-1.3327980_ -0.3362581_ 2.3024170),(-0.9146450_ -0.2902476_ 2.2333930),(-0.0279303_ 0.1413250_ 0.4893989),(-0.2221998_ 0.1987000_ 0.8645002),-3.266358,16.10726,-14.41454,12.94426,(-0.5954995_ -0.0152171_ -0.8032116),(0.0215128_ 0.9991600_ -0.0348789),(0.8030676_ -0.0380497_ -0.5946720),(-1.7257700_ -0.4586472_ 2.6013910):(-1.7651310_ -0.4598511_ 2.5500320),0.9:1,(0.0206763_ 0.8911246_ -0.0622947_ 0.4489864):(-0.0663085_ 0.8584373_ 0.1020035_ 0.4982809),(0.7976297_ -0.1295913_ -0.5890611):(0.8419585_ 0.2412077_ -0.4826227),False:False,4.4100000:4.4100000,Good
2113,1,03/15/2023 10:03:56.5762 PM,610.915,(-1.7455160_ -0.4592162_ 2.5757870),(2.1719820_ 126.5039000_ 359.1184000),(0.0016610_ 0.8928729_ -0.0203863_ 0.4498440),0.5,(-1.3330610_ -0.3359889_ 2.3024460),(-0.9146116_ -0.2900299_ 2.2334580),(-0.0278238_ 0.1414550_ 0.4891174),(-0.2222000_ 0.1987000_ 0.8645002),-3.255803,16.13012,-14.41455,12.94426,(-0.5952754_ -0.0153752_ -0.8033747),(0.0213075_ 0.9991633_ -0.0349104),(0.8032393_ -0.0378992_ -0.5944496),(-1.7260220_ -0.4585645_ 2.6013570):(-1.7653710_ -0.4598019_ 2.5499900),0.9:1,(0.0203694_ 0.8910767_ -0.0622355_ 0.4491039):(-0.0666276_ 0.8583723_ 0.1020712_ 0.4983366),(0.7978365_ -0.1292092_ -0.5888652):(0.8419151_ 0.2416362_ -0.4824843),False:False,4.4100000:4.4100000,Good
2114,1,03/15/2023 10:03:56.5937 PM,610.9321,(-1.7456600_ -0.4592336_ 2.5758550),(2.1366670_ 126.4793000_ 359.1086000),(0.0014503_ 0.8927807_ -0.0201493_ 0.4500383),0.5,(-1.3332630_ -0.3361513_ 2.3023280),(-0.9147120_ -0.2894727_ 2.2339160),(-0.0274448_ 0.1410128_ 0.4892843),(-0.2221998_ 0.1987000_ 0.8645000),-3.210451,16.0771,-14.41454,12.94427,(-0.5949267_ -0.0155464_ -0.8036296),(0.0207255_ 0.9991838_ -0.0346725),(0.8035126_ -0.0372832_ -0.5941190),(-1.7261200_ -0.4586127_ 2.6013270):(-1.7662280_ -0.4600230_ 2.5503560),0.9:1,(0.0202640_ 0.8911160_ -0.0622098_ 0.4490346):(-0.0666394_ 0.8584396_ 0.1019595_ 0.4982422),(0.7977625_ -0.1290708_ -0.5889965):(0.8418327_ 0.2414572_ -0.4827187),False:False,4.4100000:4.4000000,Bad
2115,1,03/15/2023 10:03:56.6102 PM,610.9485,(-1.7457350_ -0.4592671_ 2.5755550),(2.1158880_ 126.5104000_ 359.1037000),(0.0013252_ 0.8929051_ -0.0200070_ 0.4497983),0.5,(-1.3334390_ -0.3359047_ 2.3021170),(-0.9150319_ -0.2891715_ 2.2331880),(-0.0277377_ 0.1411031_ 0.4891779),(-0.2221999_ 0.1987000_ 0.8645003),-3.245348,16.09018,-14.41454,12.94426,(-0.5953597_ -0.0156316_ -0.8033074),(0.0203648_ 0.9991959_ -0.0345365),(0.8032013_ -0.0369208_ -0.5945625),(-1.7262360_ -0.4586198_ 2.6010900):(-1.7663440_ -0.4600368_ 2.5501190),0.9:1,(0.0201087_ 0.8911299_ -0.0620003_ 0.4490428):(-0.0667806_ 0.8584142_ 0.1021770_ 0.4982225),(0.7978174_ -0.1285600_ -0.5890337):(0.8417156_ 0.2419636_ -0.4826690),False:False,4.4100000:4.4000000,Bad
2116,1,03/15/2023 10:03:56.6270 PM,610.9656,(-1.7461870_ -0.4593090_ 2.5753510),(2.1077620_ 126.4678000_ 359.1087000),(0.0013398_ 0.8927388_ -0.0199235_ 0.4501320),0.5,(-1.3340130_ -0.3353059_ 2.3015170),(-0.9152392_ -0.2891090_ 2.2336300),(-0.0269765_ 0.1416939_ 0.4893304),(-0.2222001_ 0.1987000_ 0.8645003),-3.155485,16.14927,-14.41456,12.94426,(-0.5947591_ -0.0155443_ -0.8037539),(0.0203285_ 0.9992025_ -0.0343668),(0.8036471_ -0.0367791_ -0.5939687),(-1.7272140_ -0.4588856_ 2.6009860):(-1.7666810_ -0.4601445_ 2.5498070),0.9:1,(0.0203047_ 0.8909928_ -0.0617400_ 0.4493419):(-0.0668393_ 0.8585451_ 0.1029272_ 0.4978346),(0.7982135_ -0.1282673_ -0.5885608):(0.8410677_ 0.2432850_ -0.4831343),False:False,4.4200000:4.3900000,Bad
2117,1,03/15/2023 10:03:56.6437 PM,610.982,(-1.7464070_ -0.4593704_ 2.5753740),(2.1073350_ 126.4796000_ 359.0947000),(0.0012264_ 0.8927855_ -0.0199756_ 0.4500372),0.5,(-1.3341370_ -0.3352826_ 2.3011380),(-0.9155587_ -0.2891102_ 2.2334410),(-0.0268488_ 0.1417822_ 0.4896395),(-0.2221999_ 0.1987000_ 0.8645004),-3.138602,16.14914,-14.41454,12.94426,(-0.5949301_ -0.0157897_ -0.8036225),(0.0201693_ 0.9991990_ -0.0345640),(0.8035245_ -0.0367716_ -0.5941350),(-1.7271730_ -0.4588313_ 2.6008370):(-1.7666660_ -0.4601038_ 2.5496780),0.9:1,(0.0202077_ 0.8911033_ -0.0618194_ 0.4491161):(-0.0668974_ 0.8586817_ 0.1028755_ 0.4976018),(0.7979193_ -0.1283263_ -0.5889469):(0.8407990_ 0.2432511_ -0.4836190),False:False,4.4200000:4.3900000,Bad
2118,1,03/15/2023 10:03:56.6599 PM,610.9989,(-1.7467750_ -0.4594719_ 2.5751650),(2.0846290_ 126.4752000_ 359.0885000),(0.0010899_ 0.8927705_ -0.0198228_ 0.4500741),0.5,(-1.3335110_ -0.3369683_ 2.3024400),(-0.9159669_ -0.2888429_ 2.2333190),(-0.0286032_ 0.1399708_ 0.4896558),(-0.2221999_ 0.1987000_ 0.8645003),-3.343132,15.95287,-14.41455,12.94426,(-0.5948644_ -0.0158973_ -0.8036690),(0.0197896_ 0.9992117_ -0.0344134),(0.8035826_ -0.0363756_ -0.5940808),(-1.7270410_ -0.4587448_ 2.6011630):(-1.7664660_ -0.4600604_ 2.5499410),0.9:1,(0.0200045_ 0.8910508_ -0.0618521_ 0.4492248):(-0.0664237_ 0.8582755_ 0.1013112_ 0.4986856),(0.7980895_ -0.1281997_ -0.5887433):(0.8425604_ 0.2401549_ -0.4820979),False:False,4.4100000:4.3500000,Bad
2119,1,03/15/2023 10:03:56.6768 PM,611.0151,(-1.7466760_ -0.4595182_ 2.5755170),(2.0722980_ 126.4811000_ 359.1102000),(0.0012095_ 0.8927951_ -0.0196416_ 0.4500329),0.5,(-1.3337940_ -0.3369187_ 2.3021180),(-0.9158900_ -0.2887845_ 2.2336700),(-0.0278319_ 0.1399865_ 0.4897746),(-0.2222001_ 0.1987000_ 0.8645003),-3.252393,15.95091,-14.41456,12.94426,(-0.5949380_ -0.0155191_ -0.8036219),(0.0198384_ 0.9992255_ -0.0339833),(0.8035269_ -0.0361605_ -0.5941694),(-1.7271690_ -0.4588895_ 2.6009640):(-1.7666240_ -0.4601597_ 2.5497620),0.9:1,(0.0202174_ 0.8912001_ -0.0615268_ 0.4489634):(-0.0661470_ 0.8583783_ 0.1016448_ 0.4984772),(0.7977445_ -0.1278191_ -0.5892926):(0.8423170_ 0.2404449_ -0.4823775),False:False,4.4100000:4.3500000,Bad
2120,1,03/15/2023 10:03:56.6941 PM,611.0326,(-1.7465870_ -0.4595228_ 2.5758080),(2.0989650_ 126.4696000_ 359.1198000),(0.0013913_ 0.8927469_ -0.0198114_ 0.4501206),0.5,(-1.3329650_ -0.3363344_ 2.3030570),(-0.9156493_ -0.2892315_ 2.2341090),(-0.0286831_ 0.1408021_ 0.4899017),(-0.2221999_ 0.1987000_ 0.8645002),-3.350763,16.03512,-14.41455,12.94426,(-0.5947791_ -0.0153509_ -0.8037427),(0.0203192_ 0.9992111_ -0.0341207),(0.8036324_ -0.0366257_ -0.5939980),(-1.7269730_ -0.4588514_ 2.6013660):(-1.7664130_ -0.4601725_ 2.5501320),0.9:1,(0.0202099_ 0.8911003_ -0.0617575_ 0.4491302):(-0.0665389_ 0.8579221_ 0.1019875_ 0.4991404),(0.7979439_ -0.1282179_ -0.5889364):(0.8428748_ 0.2414191_ -0.4809154),False:False,4.3900000:4.3500000,Bad
2121,1,03/15/2023 10:03:56.7108 PM,611.049,(-1.7466640_ -0.4594055_ 2.5756260),(2.0123000_ 126.4879000_ 359.1433000),(0.0012305_ 0.8928277_ -0.0190443_ 0.4499939),0.5,(-1.3332170_ -0.3355249_ 2.3030070),(-0.9159958_ -0.2878861_ 2.2338850),(-0.0287837_ 0.1407542_ 0.4898626),(-0.2222000_ 0.1987000_ 0.8645003),-3.362755,16.03116,-14.41455,12.94426,(-0.5950081_ -0.0149424_ -0.8035809),(0.0193369_ 0.9992716_ -0.0328992),(0.8034872_ -0.0351140_ -0.5942857),(-1.7271740_ -0.4587103_ 2.6011080):(-1.7666030_ -0.4600068_ 2.5498660),0.9:1,(0.0200935_ 0.8911042_ -0.0610636_ 0.4492227):(-0.0666273_ 0.8577926_ 0.1026761_ 0.4992099),(0.7981544_ -0.1268809_ -0.5889407):(0.8427550_ 0.2426716_ -0.4804945),False:False,4.3900000:4.3500000,Bad
2122,1,03/15/2023 10:03:56.7273 PM,611.0656,(-1.7465860_ -0.4594665_ 2.5760330),(2.0468530_ 126.4922000_ 359.0710000),(0.0008026_ 0.8928416_ -0.0195973_ 0.4499436),0.5,(-1.3347390_ -0.3350809_ 2.3007450),(-0.9160045_ -0.2881963_ 2.2339570),(-0.0259148_ 0.1415779_ 0.4900586),(-0.2221999_ 0.1987000_ 0.8645002),-3.027042,16.114,-14.41455,12.94426,(-0.5951003_ -0.0162021_ -0.8034882),(0.0190685_ 0.9992306_ -0.0342722),(0.8034253_ -0.0357167_ -0.5943335),(-1.7268430_ -0.4588061_ 2.6016530):(-1.7663070_ -0.4602285_ 2.5504790),0.9:1,(0.0193677_ 0.8912464_ -0.0618242_ 0.4488680):(-0.0675855_ 0.8593438_ 0.1029077_ 0.4963572),(0.7977092_ -0.1275883_ -0.5893906):(0.8391729_ 0.2439594_ -0.4860792),False:False,4.3700000:4.3300000,Bad
2123,1,03/15/2023 10:03:56.7435 PM,611.0818,(-1.7467100_ -0.4595845_ 2.5758450),(2.0267970_ 126.4790000_ 359.1154000),(0.0010719_ 0.8927918_ -0.0192666_ 0.4500561),0.5,(-1.3347620_ -0.3351259_ 2.3009110),(-0.9160103_ -0.2881791_ 2.2341240),(-0.0260356_ 0.1414915_ 0.4899822),(-0.2221999_ 0.1987000_ 0.8645005),-3.0416,16.10706,-14.41455,12.94426,(-0.5948969_ -0.0154281_ -0.8036542),(0.0192561_ 0.9992553_ -0.0334372),(0.8035716_ -0.0353669_ -0.5941567),(-1.7271000_ -0.4589669_ 2.6014680):(-1.7665440_ -0.4602776_ 2.5502750),0.9:1,(0.0201060_ 0.8911902_ -0.0613398_ 0.4490139):(-0.0668597_ 0.8591905_ 0.1033291_ 0.4966335),(0.7978470_ -0.1273867_ -0.5892483):(0.8395885_ 0.2439683_ -0.4853572),False:False,4.3700000:4.3300000,Bad
