Name,w1_euc,w1_vec,w1_index,w2_euc,w2_vec,w2_index,w3_euc,w3_vec,w3_index,s4_euc,s4_vec,s4_index,b5_euc,b5_vec,b5_index,callibrate_euc,callibrate_vec,callibrate_index,callibrate_pearsonr,callibrate_pearsonr_recal
participant-011,"[[1.7446376034414874, 0.9250824017546486], [0.597052545315277, 0.5951862140460588], [1.6095788272599434, 0.6150581653102561]]",0.5271338951284938,3,"[[0.9568298085052884, 1.9076899553434579], [0.49386773416505264, 0.832860481591915], [0.7369591312464093, 1.6479650405591495]]",1.4821144567185642,0,"[[2.9532405096816943, 1.742375811736844], [0.759002789959064, 0.5152821068910843], [2.827927216175771, 1.5876369316313501]]",1.1727252582713792,6,"[[2.120899857947602, 2.106539478579187], [1.138526300990126, 1.3827726839223573], [1.55646907547731, 1.2887927868284883]]",0.8261974866189895,10,"[[3.1391997904036395, 2.161170805951419], [1.2248626602303803, 0.9948737585250368], [2.6838304473154344, 1.7084334808627004]]",1.3457493143903319,5,"[[1.3944649928816304, 2.417552829358379], [0.547392086932512, 1.17090666944146], [1.1819637662962486, 1.9609324613425032]]",1.3892145445408328,16,"[-0.13624327044470014, 3.3655529028411093e-10]","[-0.13219832217071045, 1.1097049894487024e-09]"
participant-012,"[[4.445748287877031, 1.8637356929241353], [1.0374002529766304, 1.0393145757177231], [4.231812550666197, 1.3920773541032878]]",1.0162844276076486,0,"[[6.502752262145709, 3.264519310182795], [1.952736040646399, 1.4631681559079088], [6.007421440102953, 2.611426127569999]]",1.2000418659861996,0,"[[4.928426529193121, 1.6414230078040974], [1.4627007319004222, 0.9308634471579148], [4.674872334861433, 1.2043240247747748]]",1.0013072217412795,5,"[[3.7958584284244834, 1.95118753874449], [1.395581434359453, 1.1702378559799127], [3.3870973486071567, 1.2782918786927013]]",1.099045249667953,0,"[[4.888073614049408, 2.2406427272101643], [1.3332658152848746, 1.2048610315506074], [4.6011380055004025, 1.6560819503768796]]",1.4462046014405738,9,"[[6.798312706506617, 5.929358998953655], [2.0824443828972403, 1.9732471858527711], [6.084096569348881, 5.32207519188623]]",3.301888959796875,8,"[0.4824770247345289, 1.97949971680253e-122]","[0.5198644728016735, 3.440833111071084e-145]"
participant-013,"[[3.3619036091630843, 3.755702886232762], [1.1332612018345765, 1.1397673251052163], [2.920047350603521, 3.4354612448255866]]",2.051961260469951,5,"[[1.671537702903367, 3.913980917938276], [0.6872651995997082, 0.7960805375923865], [1.396095374390493, 3.7499557745099255]]",2.93899063873139,3,"[[2.6202450208361037, 2.7455024349691715], [0.5154459553740613, 0.784813137040449], [2.519444995680022, 2.5380845076677354]]",1.6973600425109028,5,"[[3.1663768090777027, 4.583786029281639], [1.3840349743823355, 1.4456817862040658], [2.5846625321340992, 4.058886800969436]]",2.7293633763451064,14,"[[2.5785687444949246, 4.663978780352117], [1.0821636820355325, 1.3232807739293975], [2.1379817670538146, 4.25872536594133]]",2.7705819898320576,12,"[[4.080261290248957, 5.954445179107213], [1.77598112447379, 1.8385180551302678], [3.2742639648875875, 5.4106596794505055]]",3.4092659532082057,17,"[-0.5024295190616468, 1.9986564122512982e-135]","[-0.3328212941467722, 8.940684977777627e-56]"
participant-014,"[[5.111913540398597, 5.702547516412699], [3.382539590911165, 3.5972861725301075], [3.0359856945633887, 3.7422184042063815]]",3.090306956801466,8,"[[2.3384617586033793, 2.5136380690376563], [1.0378040412351697, 1.2242473087763457], [1.955043417542601, 1.9302353670338495]]",1.9760714983199998,10,"[[4.883392808730651, 4.813565462578896], [3.966574389382472, 3.408225833946806], [2.078000773086045, 2.8991462602750753]]",2.4981279438182167,6,"[[5.89418858175628, 6.534256234142086], [3.6835199523074094, 3.6340537695131547], [3.7532566013495208, 4.601036326743281]]",3.7801619276024683,19,"[[5.339604046934164, 5.205296089033709], [4.290150948575147, 4.291255759117768], [2.251968178492813, 2.283458697202869]]",3.134226868612079,13,"[[2.75972963415076, 5.227562197246518], [1.8548456244518983, 1.9434854690387857], [1.8746227056603046, 4.6670728454581205]]",2.4723287952845387,0,"[-0.310306156484667, 5.186398694384823e-41]","[-0.6645519756686491, 3.934842402959596e-227]"
participant-015,"[[1.6643611317389853, 2.125631713698558], [1.2098761714108932, 1.396778671724409], [0.9603139977089938, 1.3475231955717282]]",1.1799980943008685,1,"[[1.7860177225468703, 1.9955803295342431], [0.8931533097613835, 1.1011824594267052], [1.4190817005551948, 1.2822442695903686]]",1.5754681997865376,4,"[[2.155340815709872, 2.378547315794757], [1.429666000575297, 1.3205815516751183], [1.3950897432813467, 1.7921168943040071]]",1.4357266883732227,5,"[[1.8991679102833912, 2.0881129413896176], [1.1657170818449403, 1.1545106233818956], [1.2628374702897038, 1.5313059180930335]]",1.2420929573298938,7,"[[2.524294362642982, 3.0598894519188624], [1.1856591435757005, 1.256597196350046], [2.0039392354061385, 2.5835564909586894]]",1.6726963765508343,14,"[[1.988762099609285, 2.6921762521228114], [1.4108573857878495, 1.8173899234857267], [1.1748059499137957, 1.7984417840118088]]",1.448232689874669,0,"[-0.3264639390560909, 1.1341613987102716e-51]","[-0.5518323303185075, 2.6634454907148224e-162]"
participant-016,"[[0.8165949548910337, 0.7837071847909616], [0.521961436016069, 0.45006761111563004], [0.540076907896689, 0.5580438294869842]]",0.45366244649025883,4,"[[1.2748395940298323, 0.9069191719809495], [0.9961703152877067, 0.6899380924182937], [0.6366180662662838, 0.4526193577822891]]",0.7585268675993163,5,"[[1.1539987020854072, 1.1314197037795908], [0.7871893903645519, 0.5990691634565785], [0.6708300775518339, 0.8298638173098295]]",1.1240266361517834,6,"[[4.831486864274729, 4.954555287882885], [3.1025291929042864, 2.9673472842697244], [2.995352576727864, 3.266922775784755]]",2.825177797989351,10,"[[2.7848454724638136, 2.714886914037904], [1.7210661599517965, 1.616732868196617], [1.8134974767652978, 1.8080484892771587]]",1.985125001081267,12,"[[1.3308514922992327, 1.3828952329992708], [0.8087329549746288, 0.8959856430950358], [0.8991421723291003, 0.8731195544890158]]",0.7929282844944282,15,"[0.7285572824691333, 0.0]","[0.7349208958439151, 0.0]"
participant-017,"[[1.3147110185843802, 0.8740354126890609], [0.6999890935395844, 0.5482451009686893], [0.9449217919273921, 0.5549608109588097]]",0.5101574591538907,3,"[[2.152422174716143, 1.6052519943639734], [1.5829829145084389, 1.3035942060665313], [1.15113324111522, 0.6694110929789718]]",1.2343222615238851,0,"[[1.4006233293238937, 0.981226793683275], [1.1107953454309443, 0.8002183269794887], [0.7140180411531802, 0.44291748827760635]]",0.7862774274747358,5,"[[2.368472766298364, 1.980345196020608], [1.357906573290129, 1.2665109943774067], [1.6232730298186562, 1.2430781594383944]]",1.2008143944140597,9,"[[2.7989697375534206, 2.5397720088153224], [1.7747880331482508, 1.693986020944215], [1.7372447188259028, 1.485435047919046]]",1.9580216179428063,14,"[[1.60747748955854, 1.6837683923726672], [1.2072249257258025, 1.3452352608054647], [0.8668059047621941, 0.878577089559585]]",0.9929574025999115,16,"[0.4989985000442568, 4.532757088558949e-134]","[0.5374024340651142, 3.500855047692571e-159]"
participant-018,"[[1.4008853107380415, 1.2738945559175732], [0.5697982637690279, 0.403530908129024], [1.2101472790783951, 1.1345168763064064]]",0.7127310138863804,2,"[[1.181424114464803, 0.9751963990725329], [0.8280611426308967, 0.3666010760805602], [0.6941040525715718, 0.8348709095150783]]",0.7108356226057321,0,"[[0.7516048632984381, 0.6264810865328527], [0.5264475646322161, 0.39417483211776577], [0.4241071403630505, 0.3878267639926219]]",0.37545618534958203,4,"[[1.762604220330801, 1.3565666705292918], [1.3403387764319725, 0.838169417307506], [0.9371146568857122, 0.8899730877445411]]",0.720118825737604,1,"[[1.1157802049307894, 1.0126524891247766], [0.6876492396136445, 0.5999914292661982], [0.7391686354665529, 0.6871536924045748]]",0.6871990398307025,12,"[[1.2188463872671274, 1.4609085573983938], [0.2776819992338819, 0.653830849251468], [1.148864358824692, 1.1348286606800375]]",0.8007124397686446,0,"[0.2779257122146257, 1.428085611183424e-37]","[0.26412795084445373, 5.702400903320044e-34]"
participant-019,"[[1.8655633913085399, 1.9842793428734458], [1.0426000194808698, 0.932089427296214], [1.434646406487384, 1.5801671941211795]]",1.1357081092561925,0,"[[1.5709859968756652, 1.7907339518428709], [0.895450551894557, 0.8989967205991342], [1.1216382705760213, 1.4436377661683317]]",1.416056096787032,5,"[[2.7729545757143024, 2.1623009412399345], [2.030948321950523, 0.9982365462750707], [1.6543663016900148, 1.8151766104796054]]",1.320806670622226,5,"[[1.6191640461165537, 2.5067369435722835], [1.005733571000378, 1.6049280709203189], [1.0721780730845518, 1.641805828523584]]",1.4346419884561545,3,"[[2.2321256643130836, 2.7190778191786276], [1.5597573633184625, 2.006064604674604], [1.2619685543243944, 1.4880953429635633]]",1.7519008848080861,12,"[[1.4025415864440511, 3.547095539374505], [0.8757253428475, 2.0103577400421133], [0.9008478654745398, 2.5664204321389814]]",2.0427431798033204,0,"[0.036966445514489694, 0.0875514440809392]","[-0.1172174355178481, 5.502294263207594e-08]"
participant-020,"[[1.3686314390171128, 0.9483214875630871], [0.6860459223545738, 0.5343239023137306], [1.0363085190538952, 0.6410342565332015]]",0.5516861385156205,2,"[[1.4354398256946435, 1.2999714799659694], [0.6799925291110662, 0.8229784622938789], [1.1015092596509666, 0.8275807273818733]]",1.0098026198606493,0,"[[1.2799860276779973, 0.864139191635175], [0.33041819687919427, 0.4631745811118355], [1.1939598808207967, 0.641881826255947]]",0.6770772833713401,6,"[[2.1469946460200733, 1.59027934511162], [1.1945520731373949, 0.9654295454043871], [1.5769393162980092, 1.0677266956164426]]",0.9861120529377053,8,"[[2.1205392720156047, 1.3298754085928084], [0.719508016624083, 0.6898325521241209], [1.8858129364036487, 0.9907184894642699]]",1.043709319276619,11,"[[1.5449163417946308, 1.8012712496635055], [0.7554687327761296, 0.7957145641538476], [1.2538327379352747, 1.4932279224155742]]",1.0787811906052225,16,"[0.43653583786290656, 6.47831389967865e-100]","[0.35055804206736985, 1.1055485130423963e-62]"
participant-021,"[[1.590394691501787, 1.5361562703788452], [0.6841870046006879, 0.6230427073629843], [1.3281599893087748, 1.302428311566117]]",0.9278448963715216,6,"[[1.9237439933099525, 1.6536429613319108], [0.9825487526565173, 1.007331822299766], [1.4672371434971438, 1.082945192324055]]",1.30616198395059,1,"[[1.4598124484638622, 1.283807357764801], [0.9621667759536001, 0.6913185373256084], [0.9478582457137736, 0.984588548727896]]",0.9188674791929784,6,"[[2.4153776345523097, 2.224460929581949], [1.5641426161722207, 1.1733991494212164], [1.6029186451993058, 1.680595373168149]]",1.443961937331727,11,"[[1.9410311543134537, 2.2024599186762304], [1.2731697867537377, 1.1543816535759375], [1.2050078318320205, 1.640977919539556]]",1.684866987074767,13,"[[1.4958473679804485, 2.1914733514825153], [0.8322010936596056, 0.9705178491622338], [1.042057669655223, 1.793680069235401]]",1.2695164470608398,2,"[0.27315149091060337, 3.1150028985464496e-38]","[0.16504543255152632, 1.2042089008315922e-14]"
participant-022,"[[4.213966128622421, 1.5292654396834615], [3.723263817998509, 0.7130445457206924], [1.2319267730099601, 1.1976627336931311]]",0.8643105948860449,0,"[[3.8750552907624187, 2.842416498430056], [3.157163036096107, 1.8448954986560795], [1.634487972994836, 1.7953819102541901]]",2.2104994257268786,2,"[[6.777533325756922, 1.337683299942419], [6.63117693712334, 0.6500894670960528], [0.9029883014272375, 1.0381179235337439]]",0.968344287916072,5,"[[3.9630016289762566, 1.8453188319618452], [3.5529328874008117, 0.9901927646334443], [1.2472208740633122, 1.3411729579079523]]",1.1087422923333865,6,"[[4.604895675779891, 1.6529054671936771], [4.399436654059179, 1.005718511382055], [1.0153710079099096, 1.1018236873597782]]",1.5086607987346352,14,"[[5.9055642615307224, 4.147942570175358], [5.302093913886046, 3.207720161278096], [1.3093106811246207, 1.3438325412314693]]",2.378597965532812,18,"[0.09008961389813322, 3.699361587643018e-05]","[0.03498887222765554, 0.1097128706937325]"
participant-023,"[[0.6711004606412432, 1.0017227278613], [0.3998380014063075, 0.30703574007066725], [0.45377222902818215, 0.9152115421296138]]",0.5879943987777503,3,"[[0.9129830438436589, 0.6630254654686375], [0.3415241783071003, 0.42691178105405375], [0.7684618794579859, 0.4274399174074449]]",0.5396336906453691,5,"[[0.6868605112581813, 0.7144795149118213], [0.27901272026087975, 0.31280654379427597], [0.5702747599738163, 0.5838937172222217]]",0.5865595880728577,5,"[[1.42118948019213, 1.6133547930007037], [0.8371245293754709, 0.8231882401489355], [0.9652027302094919, 1.2085942191184185]]",0.9415411779352405,5,"[[1.3872828516266293, 1.3808894775375684], [0.8176915437510018, 0.7886417821321431], [0.9578882139687485, 0.9771045709818378]]",1.222935958923539,11,"[[1.1824340071566837, 1.4045049093409883], [0.9116593047587772, 0.7060129744025974], [0.5154613016029977, 0.9763957554029687]]",0.8078467030660403,0,"[0.39798083374928483, 9.538152574784967e-83]","[0.4415872868505413, 1.355108148323069e-103]"
participant-024,"[[2.320709519452852, 2.6337696893626257], [1.4543003545668012, 1.3178838777362376], [1.450064574592437, 1.8833355106201846]]",1.4977874672276792,0,"[[1.4556957523165048, 2.3547261072184233], [0.8470813436961365, 0.8101201086904427], [0.9832273928237868, 2.002444355777167]]",1.837733846178794,4,"[[14.653563191560645, 13.681177985836374], [12.72761629785218, 12.58832425457685], [5.234209594416598, 3.921364282719425]]",8.432744435008404,6,"[[6.15767097485777, 6.385544431450495], [2.5378138900892857, 2.8349703380886906], [5.065772902599821, 5.1894037733050045]]",4.142269689946244,8,"[[2.6702119705236895, 2.9453974056495578], [1.477399259858851, 1.4148923519833951], [1.8995036237226113, 2.2466434757572307]]",2.032769302817174,15,"[[2.4629400049881824, 3.455720311733], [1.360588395338381, 1.5434859157148366], [1.6835657558455823, 2.732109371745664]]",2.105130979783428,0,"[0.4118384883778559, 8.473699052875272e-107]","[0.3461555005541955, 6.1535679013594346e-74]"
participant-025,"[[2.92091159401132, 1.4793045089779029], [1.1847131700168934, 0.7966078965185837], [2.51064063356702, 1.0603638742537043]]",0.8214891730895544,0,"[[4.264021611408888, 1.7974583115617022], [1.2027843305757455, 0.8989779540376536], [4.01021312609261, 1.400144435657498]]",1.364633856494571,0,"[[2.8009530536664027, 2.277999972748356], [1.150726815687062, 1.184820718377658], [2.3394416564705227, 1.7611655672034294]]",1.2699045699367588,3,"[[3.5506050491313172, 2.374809026208129], [1.6425127660896213, 1.2481896392004685], [2.8676185595499466, 1.7310032716196142]]",1.2924399031819824,2,"[[3.716958776721764, 2.5823452872512567], [1.6285930832499178, 1.4906191561830793], [3.050279857292101, 1.8207571789457568]]",1.7306921763860081,12,"[[1.8373809670112697, 3.639336518629018], [0.622362819506782, 1.222099897595647], [1.6485612881750649, 3.2277795732774655]]",2.050316931135425,0,"[-0.598855868649809, 9.180220405244e-206]","[0.06613679594568797, 0.0023583606842464354]"
participant-026,"[[1.592768879374301, 6.332536906415294], [0.5589266021983557, 1.4876195970695223], [1.3894219057894839, 5.9640281074170325]]",3.536009263192661,0,"[[2.711230704494047, 5.009134342629185], [0.750316320199953, 1.1897246749566839], [2.5200882779019156, 4.783760211426971]]",3.8360857486179074,0,"[[3.0465891796555837, 7.476335659203742], [2.058332405064546, 2.36196215673021], [1.8358599518569787, 6.924526200141557]]",4.133049154056369,8,"[[3.1653826516309116, 6.15095869253938], [1.7180867437907197, 2.5214472708519593], [2.3114921735029843, 5.036907554869004]]",3.4201682121398775,0,"[[3.805763005710091, 5.422293883994683], [1.9439078352831838, 2.4603777197577714], [2.836577598780235, 4.5177375027946]]",3.2150754963727044,12,"[[1.6831315716805964, 6.6805200855266555], [0.5346828961272311, 1.6970101528364494], [1.4872539355448307, 6.198964314694389]]",3.825111779529855,0,"[0.2785454643265319, 1.970553164016514e-39]","[0.5117431632746736, 3.58366582099044e-143]"
participant-027,"[[2.5793181788652224, 2.6607192576611323], [1.3399823494796663, 1.538813991300982], [1.9267209733968857, 1.8646695716637387]]",1.4981030726769318,0,"[[2.049707061055323, 2.2589052933437928], [1.080637688364738, 1.1567204297754765], [1.537044283931855, 1.6841096564059066]]",1.7548920662492242,2,"[[6.082255323023572, 6.311088800228342], [4.97325732289358, 4.621559462731115], [2.7928692121929286, 3.4633187772180363]]",3.710535790176018,7,"[[2.8853225184494407, 3.058158423973734], [1.7463189868974607, 1.7459189659510612], [1.8935071224203892, 2.130913654789631]]",1.731964442668793,4,"[[4.359197856122025, 4.361159624584472], [3.2929393215793583, 3.380261843183219], [2.1531721720713928, 2.0481472255113244]]",2.9958278942929697,13,"[[1.4738160989701, 1.595855369740837], [0.9478725647105692, 0.8872103443546275], [0.9075439848668574, 1.1032908588514452]]",1.0285881267544918,16,"[0.169198838451017, 5.349829735273701e-15]","[0.013365332823103374, 0.539770708608752]"
