frame,PathIDX,seconds,gaze_confidence,gaze_vector,target_vector,gaze_vis_x,gaze_vis_y,target_vis_x,target_vis_y,left_right_eye_is_blinking,gaze_x_recal,gaze_y_recal,correction_index
0,99,0.0,1.0,"[-0.1290324, -0.0322693, 1.197279]","[0.3965168, 0.3322736, 1.00171]",-6.081864,2.053304,21.59563,18.35101,False,-6.624113123004383,0.9730251515367501,13
1,99,0.01670000000001437,1.0,"[-0.1248147, -0.0286689, 1.207587]","[0.4003167, 0.3443728, 0.9972718]",-6.301987,1.903515,21.87111,19.05056,False,-6.839768077447898,0.8348389071201829,13
2,99,0.03330000000002542,1.0,"[-0.1246306, -0.0269287, 1.20758]","[0.4010299, 0.3561609, 0.9928058]",-6.301684,1.485135,21.99555,19.73503,False,-6.834840471438243,0.43933401876704337,13
3,99,0.05010000000001469,1.0,"[-0.1214799, -0.019162, 1.204928]","[0.3983086, 0.3713271, 0.9867617]",-6.477851,1.376605,21.98158,20.62176,False,-7.007557182460225,0.33946926139373446,13
4,99,0.06670000000002574,1.0,"[-0.1189359, -0.0151056, 1.205372]","[0.3988923, 0.3766024, 0.9817815]",-6.617256,0.8498861,22.11163,20.98636,False,-7.139354979960343,-0.1562847481015105,13
5,99,0.08340000000001169,0.9,"[-0.1138429, 0.0409159, 1.178043]","[0.4061825, 0.3822893, 0.9739277]",-6.629384,0.8123425,22.63888,21.43116,False,-7.1509127671906345,-0.19158726350421484,13
6,99,0.10000000000002274,0.9,"[-0.1169671, 0.0403788, 1.177029]","[0.4121103, 0.3793081, 0.9732276]",-6.397285,0.6933932,22.95008,21.29297,False,-6.920461733690672,-0.30762851215245013,13
7,99,0.12250000000000227,1.0,"[-0.1131223, 0.0573697, 1.184742]","[0.4081642, 0.3732053, 0.9806206]",-6.399471,0.6203309,22.59857,20.83586,False,-6.921811541368728,-0.376661401634949,13
8,99,0.13349999999999795,1.0,"[-0.1130572, 0.0584009, 1.184571]","[0.4050236, 0.3726752, 0.9800299]",-6.348396,0.6903881,22.45417,20.82027,False,-6.872163797155617,-0.31122691684510984,13
9,99,0.15040000000001896,1.0,"[-0.1202017, 0.0641219, 1.215451]","[0.4060456, 0.3697857, 0.9793094]",-6.465187,0.7840815,22.52009,20.68646,False,-6.9884999019202265,-0.22084736068313726,13
10,99,0.16680000000002337,1.0,"[-0.1207359, 0.066248, 1.215346]","[0.4024453, 0.3583786, 0.985146]",-6.225974,1.360832,22.22067,19.99049,False,-6.758722136322049,0.3206554408736,13
