frame,PathIDX,seconds,gaze_confidence,gaze_vector,target_vector,gaze_vis_x,gaze_vis_y,target_vis_x,target_vis_y,left_right_eye_is_blinking,gaze_x_recal,gaze_y_recal,correction_index
0,99,0.0,0.8,"[-0.0676113, 0.091757, 0.4846994]","[-0.6117049, 0.8322766, 6.327802]",-7.912353,10.82378,-5.521593,7.49293,False,-6.811615586537082,9.557326374815585,4
1,99,0.016999999999825377,0.8,"[-0.0671326, 0.090199, 0.485206]","[-0.6132963, 0.8323543, 6.327373]",-7.800226,10.58957,-5.536241,7.494124,False,-6.695907276054119,9.357372248960816,4
2,99,0.033999999999650754,0.8,"[-0.0679785, 0.0901658, 0.4853693]","[-0.6168011, 0.8264075, 6.327922]",-7.85046,10.57026,-5.567201,7.440546,False,-6.74374176401053,9.339116812408843,4
3,99,0.05199999999967986,0.8,"[-0.0697043, 0.0958389, 0.5007262]","[-0.6167307, 0.8247322, 6.327967]",-7.889047,10.90756,-5.56653,7.42558,False,-6.791834184969549,9.630739475766214,4
4,99,0.06899999999950523,0.8,"[-0.0696165, 0.0957683, 0.5009055]","[-0.6199422, 0.827939, 6.327452]",-7.95338,10.96826,-5.595785,7.454727,False,-6.8558474512653556,9.681511883200193,4
5,99,0.08500000000003638,0.8,"[-0.071624, 0.0977507, 0.5228527]","[-0.6245717, 0.8302732, 6.326524]",-8.191586,10.83912,-5.638126,7.476591,False,-7.081464217778556,9.56233285699204,4
6,99,0.10199999999986176,0.8,"[-0.0721242, 0.0976132, 0.5230931]","[-0.6205733, 0.8349795, 6.326538]",-8.246897,10.82078,-5.60225,7.518471,False,-7.134227352149353,9.544768301726855,4
7,99,0.11799999999948341,0.8,"[-0.0677058, 0.0941594, 0.4886155]","[-0.6217686, 0.8357464, 6.326151]",-8.193511,10.9566,-5.613313,7.525753,False,-7.087107278892861,9.664246266924238,4
8,99,0.13499999999930878,0.8,"[-0.0682747, 0.0947097, 0.4886845]","[-0.6256403, 0.8349962, 6.326043]",-8.254172,10.99093,-5.648137,7.5192,False,-7.146728597237835,9.692239210538638,4
9,99,0.15099999999983993,0.8,"[-0.0678493, 0.0902449, 0.471332]","[-0.6274197, 0.8368628, 6.325468]",-8.166819,10.77569,-5.664608,7.536495,False,-7.055529196478852,9.508013596258948,4
10,99,0.1679999999996653,0.8,"[-0.0683323, 0.0901129, 0.4714593]","[-0.6256924, 0.8370893, 6.325841]",-8.184672,10.76818,-5.648783,7.538071,False,-7.07250855678429,9.50096383756794,4
11,99,0.18499999999949068,0.8,"[-0.0682627, 0.0917813, 0.4740905]","[-0.6222575, 0.8368542, 6.326031]",-8.050763,10.72605,-5.617805,7.535756,False,-6.941979237993379,9.46838006668306,4
12,99,0.20100000000002183,0.8,"[-0.0687836, 0.0920874, 0.474149]","[-0.6192856, 0.8357914, 6.326756]",-8.1223,10.72206,-5.590508,7.525442,False,-7.010856800475525,9.462788279565018,4
13,99,0.2179999999998472,0.7,"[-0.0673432, 0.0893087, 0.4692541]","[-0.621768, 0.8355559, 6.326359]",-6.597826,7.920574,-5.613124,7.523812,False,-5.450029144929234,7.076504663333864,4
14,99,0.23499999999967258,0.7,"[-0.0674804, 0.089229, 0.4691704]","[-0.6166995, 0.8324798, 6.327471]",-6.587911,7.949571,-5.566683,7.495126,False,-5.441399439261825,7.10196859117234,4
15,99,0.25199999999949796,0.7,"[-0.0695763, 0.0931769, 0.4918987]","[-0.6185865, 0.8319552, 6.327107]",-6.434796,8.068427,-5.583929,7.490882,False,-5.297531875670808,7.209689453097272,4
16,99,0.2680000000000291,0.7,"[-0.0702324, 0.0931806, 0.4921058]","[-0.620156, 0.8288844, 6.327567]",-6.484991,8.055229,-5.597603,7.46301,False,-5.3455257218803025,7.1967402913545415,4
17,99,0.28399999999965075,0.7,"[-0.1063021, 0.1278648, 0.9190475]","[-0.6154636, 0.8261993, 6.328109]",-6.464343,7.929986,-5.555041,7.438475,False,-5.321571858791156,7.088645816260346,4
18,99,0.30099999999947613,0.7,"[-0.1061201, 0.1283138, 0.9188675]","[-0.6160537, 0.8268348, 6.328136]",-6.457255,7.915709,-5.56031,7.444099,False,-5.31427449774336,7.076464516094671,4
